POINT_TYPE,AveTree,AvePFG,AveAFG,AveShrub,AveLit,AveBG,AveTemp,AvePrecip,AveCrop,DensOil,DensWind,DensRoadway,DistHighway,DistWind,DistTrans,DistRoadway,DistOil,Ruggedness,VarPFG,VarShrub,VarBG,VarAFG,VarLit
LEK,2.075446844,58.77426147,14.27240372,6.907139301,7.22285223,7.006252766,25.95289803,474.100769,0.188355252,0,0,1396.136108,9309.713867,20317.23633,7714.290039,789.4622192,8094.371094,15.80678844,18.04025841,6.284626961,7.064276695,11.22549152,3.991353273
LEK,2.099564552,58.96988297,14.23732281,6.627542019,7.112935066,7.341626644,25.94763947,475.5158081,0.210897863,0,0,1355.562378,9482.458984,19984.73242,7877.072754,189.7488861,8892.538086,16.60924339,17.85190201,5.858428001,7.725902557,11.09629154,3.943884611
LEK,2.808721781,54.0136795,3.298458815,6.190319061,10.8932991,20.63027763,26.09108353,538.6178589,0.015809599,6,0,1688.62207,4732.740723,41404.58594,9305.423828,35.19760895,1246.214722,20.60870171,13.76811504,2.271433592,8.563113213,4.448029041,3.743804216
LEK,2.0723629,58.59117126,14.43553066,6.37750721,7.264788151,7.689345837,25.94265175,476.5291748,0.237092704,0,0,1440.676514,9827.788086,19982.59375,7745.120117,713.8215332,8821.734375,16.45675087,18.03668976,5.737498283,8.188705444,11.47745895,4.217668056
LEK,2.478416204,34.36957169,16.35151863,4.367004395,15.59610939,23.72410774,25.94763184,472.2796021,0.245807886,0,0,1635.29126,10107.84766,28439.58398,7394.63916,1177.550171,6382.682617,13.77183533,20.39758492,4.213721275,13.1412735,15.05186081,6.101518631
LEK,3.552960396,70.46873474,7.784143448,4.237830639,5.888804436,4.380797863,26.36416245,566.9537354,0.021485055,2,0,1949.479004,10539.02441,40424.875,11245.2002,749.5820923,3639.446777,15.64915657,11.77738094,4.540955544,3.054242611,6.229563236,2.057843208
LEK,3.552527905,71.4811554,6.931097507,3.786475182,5.92326498,4.704343319,26.34443474,566.6334229,0.023998091,4,0,2172.181885,10625.99805,39190.95703,11342.43945,847.7390747,2517.904541,15.6398983,11.49552917,3.737420797,3.621647835,5.640927315,2.177982092
LEK,1.639596462,79.48791504,5.511833191,2.633550644,3.868325233,3.460485458,26.0900383,536.5980225,0.016315373,5,0,2058.734375,3464.261719,14769.4834,7494.930176,206.7999878,1033.59668,23.88127708,10.46291256,2.51011014,2.654683352,5.232392788,1.52146554
LEK,3.424040794,69.42598724,9.743786812,2.738418341,5.148655891,5.588634014,26.23815346,558.3971558,0.106820896,3,0,1999.960815,11866.2627,30841.49023,11900.19629,554.0612793,4204.898926,17.56941032,18.12470818,1.995874524,7.007472515,8.994161606,3.002187967
LEK,4.509613991,65.75232697,9.674141884,6.707906723,5.990954876,4.19544363,26.48845482,565.5935059,0.033675447,4,0,1260.640381,12200.10059,34321.84375,12902.10156,622.0471191,2759.616699,18.67238998,15.63759899,8.632221222,3.413153172,6.723828316,2.278432131
LEK,3.495162249,68.65945435,10.04938316,2.594247341,5.318006992,6.163164139,26.29024124,557.2685547,0.115689121,3,0,1401.874634,13523.20313,31722.22461,13557.29004,667.8883057,2942.696045,19.73973846,19.75437546,1.790661454,7.548118591,9.345801353,3.362205505
LEK,3.893430471,68.38646698,9.046204567,4.688424587,5.90896368,4.609930992,26.51007462,566.0661621,0.049635764,3,0,1433.221558,11810.01855,35349.25391,14670.16699,627.5161743,634.1107178,19.57648849,14.05474091,5.547741413,4.601148129,6.445637226,2.122463703
LEK,3.633466005,66.13896179,11.41477871,3.593589306,6.195264816,6.834165573,26.69872093,571.9580688,0.098955274,27,0,1739.366211,4032.382324,14223.72168,5745.392578,758.9671021,981.6087646,15.44944477,14.94207954,3.62942481,6.490660191,8.023489952,2.679814339
LEK,2.811683655,61.54349136,19.68684387,3.725696564,3.821791649,4.406833649,27.09336472,626.9162598,0.155502021,6,0,668.3712158,6891.205078,12796.87109,10213.03223,1093.592285,3328.575684,13.72259808,16.33950233,4.419340611,5.746032238,12.7589941,3.080232382
LEK,1.610156775,60.85729599,14.12692642,3.427547932,7.251887798,8.906414986,25.95999908,485.8297729,0.405999213,3,0,1920.478271,3034.916504,24170.33594,810.329895,440.5581055,2877.796143,19.32447624,21.4121685,3.097972631,9.989450455,12.57240486,5.037298679
LEK,1.628397942,59.02336502,14.97589207,3.273880482,7.66625309,9.752023697,25.95071602,485.5057373,0.471335679,2,0,2096.674072,3559.000488,24390.50391,1466.765259,158.9333191,3271.452881,16.3603363,21.75781822,2.986960649,10.54041767,12.99556637,5.26778841
LEK,1.672392845,62.09962082,13.69714069,4.28981781,6.716312885,7.355298042,25.9870224,486.2281799,0.294205755,6,0,1625.671021,1111.869873,24424.72852,1140.817383,1110.884888,3151.882568,22.64311218,20.04517746,4.019652367,8.444314957,11.94196224,4.49037981
LEK,1.503361464,73.90137482,6.834428787,3.228709936,4.90456295,4.170968533,26.06487274,515.0458984,0.017547047,7,0,2240.571045,13486.03027,20213.79688,3885.066406,678.2250366,3099.957275,20.0188694,13.09730244,2.372134924,3.399839163,6.514828682,2.142580032
LEK,2.904713631,42.95321274,14.54745007,8.942540169,12.28099823,16.33410454,26.06088448,510.0372314,0.01808116,9,0,1885.08374,12589.29004,36331.93359,5308.409668,357.4212341,2242.002197,20.68255424,18.69338608,5.809549332,8.043064117,10.42218304,4.374121189
LEK,1.683083653,72.60964203,7.347710133,3.644758463,5.00536871,4.311481476,26.08820534,514.7278442,0.021070113,6,0,2046.686401,13596.93262,20861.10938,4059.653809,786.880188,2999.31543,20.58848,13.84785652,3.489185572,3.676014185,6.72851038,2.234433651
LEK,4.052476406,63.62693024,12.0941391,3.200069666,6.623847008,7.351715565,26.69651222,564.0164185,0.138281494,4,0,1217.098145,6603.001953,33465.03125,16126.57324,1165.235962,3407.436768,14.4658308,17.4580307,2.553722382,7.225037098,8.959757805,2.893982887
LEK,2.404680729,71.50265503,9.057374954,4.103833675,5.46421814,5.427190781,26.27750778,549.6129761,0.009738684,2,0,606.6140137,6992.781738,33979.75,19213.45898,2801.935059,2580.563232,23.10396767,12.57769871,5.106655598,2.963990211,6.14269495,1.942533016
LEK,2.302172899,75.4184494,8.954500198,2.849491835,3.530864239,3.91885519,27.03434753,633.5526123,0.027716571,4,0,1080.122192,1887.237915,22721.94922,2933.530518,1291.966187,4316.84375,21.22644997,14.88320637,2.781057358,6.266996384,7.575987339,2.151041031
LEK,2.304269791,72.75131989,9.546971321,2.439808846,5.181442738,5.175500393,26.79334831,579.9351196,0.194161072,24,0,2614.149902,2444.462891,16795.51172,13957.57422,765.5404053,1646.179932,10.42737484,18.01892853,3.238124371,6.952253342,8.583868027,3.212868929
LEK,3.456968784,67.09790039,11.18212891,5.321420193,5.635534286,5.102893353,26.26207352,544.0004883,0.004661129,3,0,776.4770508,6230.843262,32587.25391,16696.52148,690.4735718,3112.427246,22.18418694,13.45926094,6.344185352,2.799512148,6.669685841,2.086041927
LEK,1.787086368,58.47750473,14.30772018,5.78933382,6.994819164,7.293673038,25.9894352,488.3348083,0.248373091,7,0,1552.369141,4366.586426,31371.53711,5975.710449,1184.167725,1450.833984,20.20635796,16.97086334,6.048145294,7.620997906,13.39993763,4.382278919
LEK,2.348499775,72.41166687,8.895170212,3.538818836,5.302022457,5.44443512,26.23756218,549.6067505,0.014024255,1,0,539.9061279,5800.464355,34783.76953,19516.7832,2996.409912,1386.343018,18.54742241,11.73071003,3.575213194,3.113470554,5.799571514,1.927478313
LEK,3.456658602,67.09083557,11.28293514,5.334170341,5.592141151,5.009223938,26.24789429,543.1031494,0.004226898,2,0,830.0174561,5606.095215,32778.07813,16525.87695,471.6745605,2405.667725,22.12968063,13.48362255,6.357915878,2.750894547,6.672233582,2.090208769
LEK,3.458341599,67.58708191,11.32275581,5.325510502,5.378804684,4.616682053,26.23784447,541.0467529,0.004341105,2,0,907.3823853,5144.354004,32517.98047,15799.03906,397.9215088,1239.090088,23.64895439,13.40789604,6.474051952,2.460547447,6.742195129,1.933747172
LEK,2.224102736,51.67380142,14.18683052,4.303545952,9.898028374,14.2809515,26.47662163,562.8126221,0.365949422,1,0,2648.253906,103.7351685,53130.16797,26582.73828,103.7351685,3135.454102,23.51134109,15.96547413,2.112853289,9.376084328,8.061663628,4.124334812
LEK,3.033567429,70.03391266,10.18768597,4.405207157,5.164480686,4.91774559,26.21887779,545.4182129,0.00425197,2,0,871.5184937,4709.717285,34226.64063,17990.93164,1873.918823,2213.687256,19.29315376,12.55848026,5.339313984,2.616277456,6.322206497,1.983907819
LEK,2.452888012,72.94851685,9.313860893,3.045960188,4.80896616,5.135332108,26.18846893,548.2314453,0.025614776,2,0,917.6841431,3786.146484,35731.21484,19533.08789,3206.098145,1130.422485,16.61598396,12.39132309,2.524677038,3.953448296,6.350201607,1.997689724
LEK,4.601205349,54.76534653,13.58113098,12.34157944,6.278704166,5.961129665,26.12709999,525.6425171,0.110318542,3,0,1616.971313,5190.236816,27961.19141,9316.675781,360.4810181,2183.823486,22.1018734,22.64711571,14.63256931,7.558190346,9.125084877,3.612175465
LEK,3.050529957,70.628479,10.37583351,3.762244701,4.960471153,4.760523796,26.18506432,543.6272583,0.013131686,3,0,1135.292847,3378.731689,34593.92188,17655.8418,958.4576416,2551.668213,20.00745201,13.13228607,3.826933146,3.538045168,6.704920292,2.293413639
LEK,2.575987577,28.93201828,21.30167389,2.981128931,16.48907852,24.81555748,26.03764153,508.5726013,0.357331216,12,0,2147.360596,4820.695313,45100.73828,11531.19629,19.62152672,1022.833557,20.50092697,19.66355324,2.637490034,14.13384914,15.67574501,6.387354851
LEK,3.473996878,59.33665085,15.26458073,2.560143948,7.951519966,8.663601875,26.7557354,570.9335327,0.449776679,7,0,3122.522461,2215.488037,25646.79297,17525.23242,713.6293945,1030.737549,9.126483917,23.35175133,2.566094398,9.403288841,12.21721268,6.13620615
LEK,3.171551228,69.6683197,10.98441982,3.942625046,4.868579388,4.60266304,26.15707016,540.296936,0.017124841,3,0,1256.313599,2919.036377,34026.50391,16493.61328,666.1303711,1805.834595,22.01511955,13.65074253,4.009914398,3.982207537,6.942549229,2.401290178
LEK,3.321128607,66.49273682,13.25618458,4.503267288,4.917736053,4.404511452,26.11237907,536.2858276,0.043701891,3,0,1167.314209,4170.103027,32168.41992,13696.625,936.1294556,3419.001221,27.54648972,13.67043018,5.005059719,4.614377022,8.309790611,2.762980461
LEK,3.015081882,70.90016937,10.25516891,3.639088631,4.835538387,4.766137123,26.16335106,542.7407837,0.016323451,4,0,1219.187622,2794.528809,34776.46875,17545.86914,552.1863403,2497.161377,19.80515289,13.3003664,3.623956919,3.91680932,6.72040987,2.387310266
LEK,2.562062263,73.34339142,9.382217407,2.971838951,4.408093929,4.816930294,26.14257813,546.5443115,0.018269897,3,0,974.1271973,2012.311523,36527.0625,19574.51758,1995.213501,3096.980957,15.7567482,12.90373898,2.757668972,4.148929596,6.344304085,2.453628063
LEK,2.267533541,74.00241852,9.267759323,2.558554888,4.185204029,5.197446346,26.12754631,549.2658081,0.03766216,1,0,1009.352234,1395.805542,37778.05078,20972.2832,1395.805542,3105.664063,14.30254936,13.64498329,1.570862412,5.198670387,6.85436058,2.306400537
LEK,2.255159616,71.30356598,8.900143623,2.419546127,4.643987656,7.610946655,26.12142944,555.1434937,0.106983624,1,0,1222.249268,988.2715454,41279.79297,25485.50781,616.1031494,3366.484375,12.06673241,19.82022858,1.631108761,10.54490471,7.376134396,4.171931744
LEK,2.557276249,65.45235443,13.97781944,3.791110754,5.321542263,5.332863331,25.99749565,535.1569824,0.098762386,1,0,1183.095215,2296.384766,32855.94141,13619.81055,1396.280762,4971.891602,18.07411194,16.09781647,3.59793663,7.364368916,9.35193634,4.150530815
LEK,2.410576105,66.16173553,13.42565823,3.935563564,4.967786312,5.275225163,26.00821495,536.4512329,0.076539151,3,0,1126.657715,1796.402222,34043.63281,15076.28613,321.0908203,3334.886963,17.28181458,14.97527885,3.521761417,7.230400085,8.055635452,3.824442863
LEK,3.487865925,63.02204132,17.07783508,2.611604691,5.457457542,6.426024437,27.08176041,620.907959,0.222565174,6,0,1402.398804,6079.199707,19709.97656,6068.149414,350.908783,2988.472412,14.26055431,21.21386909,2.562996387,9.254701614,13.04418278,4.16252327
LEK,3.566509724,61.65340805,15.3677845,2.394695044,6.260575771,8.084012985,26.85922432,593.0661621,0.274862915,13,0,1775.516113,12386.1377,18951.13086,17515.50586,1046.743652,1701.714478,16.91995049,24.85919189,1.890257001,9.092084885,13.19204235,4.964924335
LEK,1.807838082,66.49203491,13.0192852,4.53475666,4.642360687,5.331829071,26.00035858,535.7150269,0.07589642,5,0,835.5335693,1997.626465,37476.07813,18221.44336,413.6517029,1634.259888,18.75531387,15.24658871,4.440490723,7.281401157,8.259919167,3.543660402
LEK,3.342820644,65.49803925,14.05342579,2.210638046,6.035701752,6.403740406,26.78848267,573.9042969,0.292155445,3,0,2217.953613,3641.326416,27610.0293,23979.08203,500.7180176,3025.887207,24.20971489,24.85509682,2.268112183,8.065748215,15.06289482,5.433031082
LEK,4.027860165,57.6213913,17.04421997,2.447208881,6.838641167,9.332665443,26.83454704,588.9006348,0.367889822,11,0,2032.434326,13201.02734,20550.46094,19323.79102,1741.243286,85.89479828,17.35079384,26.66936493,1.862654686,9.675824165,14.63404751,5.192913055
LEK,3.712937117,58.80408478,16.80336189,2.507573843,6.609611511,8.719245911,26.83863449,591.8026123,0.31594789,13,0,1922.601563,13499.81934,19920.89648,18269.82422,1116.562622,1644.161865,18.27124405,25.28369331,1.872211933,9.005875587,13.84588909,5.09526062
LEK,3.534446716,62.82909775,16.86649132,2.089955091,5.993822575,6.132060051,26.81568909,575.9536133,0.330818653,2,0,1907.578369,6000.055176,26706.12695,25028.58398,534.9282227,2299.19043,23.03923988,26.06111526,2.17299366,8.344941139,17.3560257,5.206890106
LEK,3.302934647,62.46626663,17.3310585,2.639060497,5.75737381,6.405169487,27.04710388,618.1795654,0.250025243,2,0,1417.469849,9148.615234,21545.83008,9231.073242,654.1804199,2490.948975,17.42049217,20.48860931,2.380038977,8.01934433,12.55808067,4.463068485
LEK,3.979906559,54.62631989,18.79003906,2.477729797,7.378484726,9.897182465,26.8318882,587.9442139,0.413015008,8,0,1985.260742,14084.66211,21538.40234,20126.25195,1237.098022,1014.140747,17.03490639,26.8647747,1.864616394,9.855810165,15.52420616,5.588449478
LEK,2.63237524,52.34367752,12.19927979,2.733858109,11.31298637,16.73288918,26.93113327,600.5006714,0.250647783,6,0,1315.82666,5350.006836,24386.27148,13817.29297,1647.639404,3259.930908,17.18709373,26.42156601,2.187775373,14.23828506,10.00283146,5.174553871
LEK,2.818538189,54.0254631,12.90666008,2.820306063,10.2736454,14.67854214,26.88168335,597.8170166,0.276354074,6,0,1778.567871,7758.274414,26321.95508,15668.79785,317.9848022,2490.208496,17.1689415,26.89020348,2.720278025,13.60846519,10.73727322,5.62005806
LEK,3.047041416,63.76750946,16.80677605,1.887779355,5.94741106,5.891568661,26.82598114,576.1995239,0.317556441,2,0,1594.161133,7312.806152,27219.08008,23659.19141,524.5755615,3201.929443,20.50932693,25.97008133,1.824427247,7.962635517,17.44440079,5.097408295
LEK,2.905822992,69.70127869,6.168175697,3.592978001,7.798501015,7.663826942,26.48396873,646.7368164,0.000262542,2,0,1166.30957,12983.20703,38440.13281,12902.21582,43.1083107,2172.476074,17.538517,12.76242638,2.671153069,4.684704781,4.528491497,2.619096041
LEK,3.298082829,75.68360138,8.310136795,3.914172649,3.368330002,2.991941929,26.49517822,646.3737183,0.002659981,2,0,1245.588501,12612.38086,41706.95703,13439.72266,21.35503578,2958.823242,17.12263489,12.57771397,4.218263626,2.551573515,6.097318172,1.613642454
LEK,2.232311249,63.92079163,13.16256237,6.324034214,4.955976963,4.898733616,26.15891838,531.4481201,0.094177254,8,0,657.4569092,4058.703857,41303.88672,21920.37891,877.4500122,3564.064697,25.5782814,14.74213982,5.702423096,4.32679987,8.052160263,2.387399912
LEK,3.077835083,76.68064117,7.995797157,3.661297798,3.298214436,2.855236769,26.51368523,645.7479858,0.004315816,1,0,1231.178955,11607.32129,41695.53906,13690.48242,344.8908386,3885.730957,18.17744064,12.55368996,4.058532715,2.558563948,6.016634464,1.604712486
LEK,2.727247953,77.45343018,7.963790417,3.478952169,3.190751553,2.689054489,26.52838516,645.3310547,0.004212387,1,0,1225.72583,10873.89941,41869.4375,14096.90332,126.1969376,4699.159668,17.89960098,12.19074821,3.999879122,2.507823467,6.048985004,1.571004987
LEK,3.117185116,76.66565704,8.090895653,3.70839572,3.239288092,2.768365622,26.50987053,645.9969482,0.003384954,1,0,1221.305054,11960.4502,42233.69531,14151.98535,84.25613403,3939.660156,17.37498093,12.33439445,4.068436623,2.358611107,5.981877327,1.521957755
LEK,3.388761997,76.10202789,8.176600456,3.888794899,3.269019127,2.816845894,26.49879646,646.3977661,0.002823481,2,0,1201.99707,12639.54492,42418.37109,14173.47363,227.5986176,3511.406006,16.9555912,12.58841991,4.229924679,2.465805769,5.889344215,1.537914515
LEK,2.560078144,77.58444214,8.110462189,3.412813902,3.145280361,2.626573801,26.53596306,645.1100464,0.004171846,0,0,1228.400635,10466.44238,41864.42578,14205.89258,87.38631439,5093.568359,17.72849846,12.12185001,3.969377995,2.465792656,6.255395889,1.575550199
LEK,2.607580423,61.32678986,10.54864502,3.492031336,9.410078049,9.937011719,26.94494057,625.5175781,0.09135323,0,0,362.5904846,9172.977539,25932.67578,12739.12793,2195.963135,5427.300293,15.39180279,21.29256248,2.55132556,10.88007545,8.379196167,4.655222416
LEK,2.955196381,77.02495575,8.058597565,3.612225294,3.191014767,2.683224678,26.52166748,645.663269,0.003924404,1,0,1224.309082,11362.84668,42342.55469,14428.20313,199.7670898,4552.991211,17.58417702,12.3866806,4.090410709,2.467434406,6.00479269,1.559891105
LEK,2.503869295,77.37610626,8.401483536,3.437608719,3.079903603,2.546275139,26.54557991,644.8912964,0.003986723,0,0,1145.147339,9977.494141,42026.99219,14504.67871,34.94328308,5665.671875,17.38617516,12.35935974,4.04912138,2.428708553,6.509387016,1.569800735
LEK,2.796460867,77.05044556,8.389128685,3.535640717,3.092240095,2.552894592,26.53861618,645.315918,0.003977321,0,0,1217.138306,10602.26074,42738.75391,15075.08691,637.4859619,5534.851563,17.29763031,12.59566212,4.112910748,2.417945623,6.410745144,1.559820533
LEK,2.416377544,61.32141876,18.07414055,2.496140242,6.322350979,7.173854828,26.80596542,591.0892944,0.284101069,6,0,1995.270386,10746.37305,24486.7793,20760.27539,375.7636719,845.9656372,15.44130325,22.44926643,1.939342022,6.355148315,15.49606323,4.174444199
LEK,3.323780298,63.1071167,14.75656509,3.170940161,6.166041374,6.624542713,26.99305344,615.1896362,0.203654215,9,0,1832.568481,10522.98535,26453.12305,15346.70996,717.9428101,3401.80249,12.65647221,20.14800644,2.832397461,7.891438961,10.83173752,4.500865459
LEK,2.606940985,66.45952606,14.81456089,2.458501339,5.628567219,5.55536747,26.9945488,612.2417603,0.195452854,6,0,1974.981934,7670.787109,25431.60938,15346.70996,405.4720154,1429.058105,11.33371639,19.49326515,1.963990688,6.034602642,11.68287849,4.50571537
LEK,2.959549904,59.64678192,20.5670166,2.095512152,5.857343197,6.63667202,26.86654472,598.6762695,0.340828151,13,0,1510.198975,3185.386475,23732.00781,18078.31445,440.8573608,1005.005798,13.77045918,22.20439911,1.966977477,7.060832977,15.95242023,4.988825321
LEK,2.086005926,67.76603699,13.70460606,2.14000535,5.8659935,6.28862381,26.77381325,585.4692383,0.206706241,4,0,1244.034546,13897.28809,27686.31836,18428.56836,1062.032104,1701.714478,11.53469563,21.91066551,1.749471426,7.10474205,13.21665382,4.308496952
LEK,2.008396626,68.95622253,13.1398077,2.128712893,5.680855274,5.979812622,26.77502441,586.4032593,0.185783207,4,0,1203.21875,13222.02539,27659.86523,18171.5918,382.9373169,1743.685547,12.95885944,20.67163658,1.738953233,6.610651493,12.23424339,3.971665382
LEK,1.758793831,69.91544342,13.24744987,2.148674726,5.308924198,5.656511784,26.78648949,589.0098267,0.174285248,5,0,1398.857544,10940.33691,26894.70898,18303.5332,1137.422852,1610.842285,16.24839401,18.28062248,1.731166124,5.447799206,11.61455154,3.244353056
LEK,1.690850258,57.13378906,11.85509586,4.303404808,8.954575539,14.17992878,26.35437584,536.7648926,0.04633297,7,0,1369.461182,11671.7832,59755.77344,30211.25195,1442.614746,3547.777344,17.60377693,18.98725319,2.70358181,9.74379158,9.560349464,5.235296249
LEK,1.496873617,67.7181778,12.68726826,3.987579107,5.279944897,5.486248493,26.38141251,539.9119263,0.062241815,2,0,1469.612671,13998.81543,42396.66016,31506.9082,185.2045746,1171.763672,15.2969265,15.14544392,3.499001026,5.883653641,9.724726677,2.777945757
LEK,1.482346535,59.06574249,11.79270935,4.338805676,9.334959984,12.59285545,26.2839222,533.9439087,0.066799842,10,0,1105.772705,9690.541016,58475.44531,28145.74609,815.5861206,2123.704346,18.73134041,18.20896721,2.748314381,8.304652214,9.707317352,5.210430145
LEK,1.499666214,74.69405365,10.72808456,1.926066995,4.70922327,4.660385609,26.77939796,588.1925659,0.091748081,5,0,969.4314575,10800.38672,28442.64453,16676.97852,1301.576416,2386.577148,16.32365417,14.80745697,1.527139425,4.572104931,8.87603569,2.593983412
LEK,1.508956075,54.80392838,13.13929081,3.64369607,9.606132507,15.42955017,26.34975433,539.0100098,0.045636665,5,0,1468.306274,13469.44824,57502.5,30155.06836,1081.104492,1210.171997,10.17143059,22.07096481,2.041906357,11.96989059,11.86598301,6.615814209
LEK,3.169445038,46.15324402,18.91173744,3.671198845,11.89983368,13.35385895,26.72426987,567.840332,0.025980253,16,0,535.5124512,5884.716797,45433.5,14102.79004,1600.671631,3369.113281,5.861599445,22.65446854,2.22003603,10.00537205,11.92368984,7.352558613
LEK,2.967993498,47.49913025,18.43167496,3.653202057,11.75806046,12.99275017,26.72256088,566.8999634,0.032121453,12,0,933.4590454,5041.995117,46081.92969,13760.44238,1414.298096,4000.98291,6.564157963,22.46642685,2.235397339,9.718617439,11.71941853,7.212127209
LEK,1.487508535,76.07915497,10.26326466,1.849303722,4.412108898,4.107895374,26.76817894,587.5413208,0.056165706,4,0,751.012146,11044.86035,29371.76953,15757.35254,1227.101196,2612.388184,14.44608307,13.58691883,1.448386431,3.707078695,8.352520943,2.218170643
LEK,1.925634503,57.89424896,10.92006779,4.687079906,9.801670074,12.76151085,26.19001007,529.2649536,0.142514691,20,0,817.940979,6180.924316,57947.48438,25277.26367,1000.201416,889.7473755,21.41184616,15.73129177,2.5807724,5.969874382,8.90935421,4.297194481
LEK,2.058992147,71.81515503,10.71795845,2.683422089,5.405498505,5.393331528,26.71511459,566.2193604,0.052108444,14,0,1208.10083,4561.808105,32940.43359,13384.27246,1187.74585,3900.512695,7.17698288,16.10077667,2.048163652,4.514492035,9.715947151,3.081903458
LEK,1.579005718,78.27625275,8.784068108,1.942690849,4.132417679,3.638665676,26.70314407,574.5765381,0.005396935,15,0,12.95081425,11074.60938,32635.1875,15211.50488,4957.469238,1376.998291,5.457077503,10.50967693,1.375041246,2.407572746,6.62707901,1.950652957
LEK,2.136855602,58.94628143,14.9879837,4.391366482,7.78696394,8.333888054,26.70250511,576.6235962,0.022475885,11,0,45.86784363,12366.70313,41296.27734,15105.7666,4266.28125,2694.003662,5.673956394,19.89337158,2.825422287,5.416129589,10.47724438,3.982838869
LEK,1.848090768,76.18577576,9.513338089,2.266029119,4.486126423,4.153733253,26.68517876,570.9946289,0.014639698,17,0,357.7027588,8222.484375,31830.90039,14322.27148,2375.473633,488.9217529,5.340144634,12.25824451,1.697293401,3.014865637,6.939538002,2.364136219
LEK,1.997611761,73.72558594,10.58311462,2.010173559,4.907186508,4.825420856,26.67629051,576.3217773,0.07121893,13,0,115.7815552,12304.2627,31594.99805,14099.36328,3388.623047,2895.686768,5.539819241,17.32936859,1.480105996,5.817070484,9.1359272,3.785948515
LEK,2.108478308,54.53887558,16.85735321,4.740947723,8.715748787,9.584637642,26.66448212,573.4741211,0.038319729,16,0,279.7350159,10396.13477,43350.83203,13811.07129,3961.625732,1231.924194,5.413809776,19.42384148,3.114587545,6.81049633,10.64143181,4.872486591
LEK,1.959145546,75.02111816,10.31614494,2.03955698,4.687869549,4.314424515,26.66130447,573.1925659,0.047034342,16,0,293.7215881,10114.91406,31120.89648,13678.70215,3669.607666,1009.400879,5.371975422,15.6465292,1.539932251,4.442613602,8.660552025,3.476211309
LEK,1.816977382,75.99173737,10.06090069,1.80057919,4.309723377,4.194427967,26.72381592,585.7349854,0.050100204,4,0,721.8355103,11235.50977,31598.85156,13496.50195,1627.183105,3842.100098,8.366110802,14.32960606,1.470311165,5.12900877,7.730789661,2.370566368
LEK,1.400769114,69.05052948,11.97472572,3.911624432,5.326601028,4.712927818,26.26906395,535.8201294,0.068625376,11,0,1491.383057,11746.67969,39580.43359,26973.83789,540.0449829,1574.711914,15.34775066,14.91099072,3.259159327,5.575525284,9.416415215,2.804192781
LEK,2.201761961,71.14334106,11.48512936,1.892349005,5.159732342,6.016802311,26.67199707,580.600708,0.128846079,6,0,776.6226196,14581.74707,31129.7832,12956.42578,1580.526978,922.3197632,7.453970909,21.0961113,1.501892686,8.296239853,10.42064571,4.012891769
LEK,1.216279745,57.49358368,13.05095291,4.035119057,9.464603424,12.9464426,26.26046181,535.2215576,0.050704867,11,0,1513.542969,11258.50781,54325.86719,26514.44531,132.5881195,1304.357056,15.97959232,21.35600471,2.396095753,10.73220825,11.51150799,5.690187931
LEK,2.418963194,70.3907547,11.93421936,2.141754389,5.495096684,5.702265263,26.62703705,572.6792603,0.123960055,19,0,649.840332,10094.34961,29875.39453,12435.98242,2969.515869,1687.564941,5.745440006,19.86193466,1.706124902,7.526853085,10.21546745,4.750570297
LEK,2.387981415,71.33061218,11.78282738,1.890534401,4.994894505,5.441915035,26.68212891,582.9373169,0.126473218,7,0,1030.443481,13408.13965,30966.80469,12359.60156,518.7562256,1880.488037,8.759795189,20.421175,1.540857077,7.206709385,10.37044334,3.920853138
LEK,3.461971045,47.94031143,16.3360405,4.166182518,12.04758644,12.30195713,26.67063141,582.4081421,0.132492438,7,0,1072.977905,13574.07422,40895.24219,11930.32031,551.1917114,1604.647217,9.322315216,20.47517586,3.148117781,8.859378815,10.36436844,8.039286613
LEK,2.584769487,69.92421722,12.17762566,1.891766071,5.23067522,5.984166145,26.66825676,582.4274292,0.148347631,8,0,1103.077637,13410.67773,30356.45117,11765.0791,385.296875,1701.714478,9.527984619,21.9535923,1.600251079,8.336038589,10.80379772,4.355084419
LEK,2.630362988,69.53970337,12.33239269,1.878668189,5.29966259,6.103353977,26.66374588,582.2877197,0.155787528,9,0,1116.845215,13220.625,30164.60547,11575.73828,195.2874908,1712.949829,9.758467674,22.3784256,1.591924667,8.534801483,10.98738575,4.488863468
LEK,1.663103104,69.41139984,12.22548485,2.929809332,5.417176723,5.583857536,26.29901314,546.4851074,0.133313969,25,0,1289.932617,16807.01367,30205.05273,19994.36328,102.4732666,1099.990112,21.29522896,20.37819481,1.586015105,6.702849865,14.70759964,5.706881046
LEK,2.816065311,67.09470367,14.10264874,1.788205266,5.528165817,6.564450264,26.61783981,581.0665894,0.198968589,11,0,1290.736694,11862.65039,28809.94727,10219.13477,468.5753479,1258.292847,11.00055981,24.40475655,1.538049698,9.419773102,13.02438354,4.868256569
LEK,4.215950489,62.86652756,12.03786469,2.855020523,7.31598568,8.10323143,26.55232239,565.2225952,0.200539455,23,0,966.5569458,4951.784668,27056.64258,8541.286133,2698.260986,810.329895,7.402982235,23.24886131,2.276141167,9.261385918,8.066206932,6.435718536
