POINT_TYPE,AveTree,AvePFG,AveAFG,AveBG,AveShrub,AveLit,DensOil,DensRoadway,DensWind,DistHighway,DistOil,DistRoadway,DistWind,Ruggedness,VarAFG,VarPFG,VarBG,VarLit,VarShrub,AvePrecip,AveTemp,AveCrop,DistTrans
LEK,3.321128607,66.49273682,13.25618458,4.404511452,4.503267288,4.917736053,3,1167.314209,0,4.170103027,3.419001221,0.936129456,32.16841992,27.54648972,8.309790611,13.67043018,4.614377022,2.762980461,5.005059719,536.2858276,26.11237907,0.043701891,13.696625
LEK,2.557276249,65.45235443,13.97781944,5.332863331,3.791110754,5.321542263,1,1183.095215,0,2.296384766,4.971891602,1.396280762,32.85594141,18.07411194,9.35193634,16.09781647,7.364368916,4.150530815,3.59793663,535.1569824,25.99749565,0.098762386,13.61981055
LEK,1.807838082,66.49203491,13.0192852,5.331829071,4.53475666,4.642360687,5,835.5335693,0,1.997626465,1.634259888,0.413651703,37.47607813,18.75531387,8.259919167,15.24658871,7.281401157,3.543660402,4.440490723,535.7150269,26.00035858,0.07589642,18.22144336
LEK,3.342820644,65.49803925,14.05342579,6.403740406,2.210638046,6.035701752,3,2217.953613,0,3.641326416,3.025887207,0.500718018,27.6100293,24.20971489,15.06289482,24.85509682,8.065748215,5.433031082,2.268112183,573.9042969,26.78848267,0.292155445,23.97908203
LEK,2.905822992,69.70127869,6.168175697,7.663826942,3.592978001,7.798501015,2,1166.30957,0,12.98320703,2.172476074,0.043108311,38.44013281,17.538517,4.528491497,12.76242638,4.684704781,2.619096041,2.671153069,646.7368164,26.48396873,0.000262542,12.90221582
LEK,2.560078144,77.58444214,8.110462189,2.626573801,3.412813902,3.145280361,0,1228.400635,0,10.46644238,5.093568359,0.087386314,41.86442578,17.72849846,6.255395889,12.12185001,2.465792656,1.575550199,3.969377995,645.1100464,26.53596306,0.004171846,14.20589258
LEK,2.008396626,68.95622253,13.1398077,5.979812622,2.128712893,5.680855274,4,1203.21875,0,13.22202539,1.743685547,0.382937317,27.65986523,12.95885944,12.23424339,20.67163658,6.610651493,3.971665382,1.738953233,586.4032593,26.77502441,0.185783207,18.1715918
LEK,1.758793831,69.91544342,13.24744987,5.656511784,2.148674726,5.308924198,5,1398.857544,0,10.94033691,1.610842285,1.137422852,26.89470898,16.24839401,11.61455154,18.28062248,5.447799206,3.244353056,1.731166124,589.0098267,26.78648949,0.174285248,18.3035332
LEK,1.690850258,57.13378906,11.85509586,14.17992878,4.303404808,8.954575539,7,1369.461182,0,11.6717832,3.547777344,1.442614746,59.75577344,17.60377693,9.560349464,18.98725319,9.74379158,5.235296249,2.70358181,536.7648926,26.35437584,0.04633297,30.21125195
LEK,1.482346535,59.06574249,11.79270935,12.59285545,4.338805676,9.334959984,10,1105.772705,0,9.690541016,2.123704346,0.815586121,58.47544531,18.73134041,9.707317352,18.20896721,8.304652214,5.210430145,2.748314381,533.9439087,26.2839222,0.066799842,28.14574609
LEK,1.499666214,74.69405365,10.72808456,4.660385609,1.926066995,4.70922327,5,969.4314575,0,10.80038672,2.386577148,1.301576416,28.44264453,16.32365417,8.87603569,14.80745697,4.572104931,2.593983412,1.527139425,588.1925659,26.77939796,0.091748081,16.67697852
LEK,1.508956075,54.80392838,13.13929081,15.42955017,3.64369607,9.606132507,5,1468.306274,0,13.46944824,1.210171997,1.081104492,57.5025,10.17143059,11.86598301,22.07096481,11.96989059,6.615814209,2.041906357,539.0100098,26.34975433,0.045636665,30.15506836
LEK,1.487508535,76.07915497,10.26326466,4.107895374,1.849303722,4.412108898,4,751.012146,0,11.04486035,2.612388184,1.227101196,29.37176953,14.44608307,8.352520943,13.58691883,3.707078695,2.218170643,1.448386431,587.5413208,26.76817894,0.056165706,15.75735254
LEK,1.925634503,57.89424896,10.92006779,12.76151085,4.687079906,9.801670074,20,817.940979,0,6.180924316,0.889747376,1.000201416,57.94748438,21.41184616,8.90935421,15.73129177,5.969874382,4.297194481,2.5807724,529.2649536,26.19001007,0.142514691,25.27726367
LEK,2.058992147,71.81515503,10.71795845,5.393331528,2.683422089,5.405498505,14,1208.10083,0,4.561808105,3.900512695,1.18774585,32.94043359,7.17698288,9.715947151,16.10077667,4.514492035,3.081903458,2.048163652,566.2193604,26.71511459,0.052108444,13.38427246
LEK,2.136855602,58.94628143,14.9879837,8.333888054,4.391366482,7.78696394,11,45.86784363,0,12.36670313,2.694003662,4.26628125,41.29627734,5.673956394,10.47724438,19.89337158,5.416129589,3.982838869,2.825422287,576.6235962,26.70250511,0.022475885,15.1057666
LEK,1.848090768,76.18577576,9.513338089,4.153733253,2.266029119,4.486126423,17,357.7027588,0,8.222484375,0.488921753,2.375473633,31.83090039,5.340144634,6.939538002,12.25824451,3.014865637,2.364136219,1.697293401,570.9946289,26.68517876,0.014639698,14.32227148
LEK,1.997611761,73.72558594,10.58311462,4.825420856,2.010173559,4.907186508,13,115.7815552,0,12.3042627,2.895686768,3.388623047,31.59499805,5.539819241,9.1359272,17.32936859,5.817070484,3.785948515,1.480105996,576.3217773,26.67629051,0.07121893,14.09936328
LEK,1.959145546,75.02111816,10.31614494,4.314424515,2.03955698,4.687869549,16,293.7215881,0,10.11491406,1.009400879,3.669607666,31.12089648,5.371975422,8.660552025,15.6465292,4.442613602,3.476211309,1.539932251,573.1925659,26.66130447,0.047034342,13.67870215
LEK,1.400769114,69.05052948,11.97472572,4.712927818,3.911624432,5.326601028,11,1491.383057,0,11.74667969,1.574711914,0.540044983,39.58043359,15.34775066,9.416415215,14.91099072,5.575525284,2.804192781,3.259159327,535.8201294,26.26906395,0.068625376,26.97383789
LEK,2.201761961,71.14334106,11.48512936,6.016802311,1.892349005,5.159732342,6,776.6226196,0,14.58174707,0.922319763,1.580526978,31.1297832,7.453970909,10.42064571,21.0961113,8.296239853,4.012891769,1.501892686,580.600708,26.67199707,0.128846079,12.95642578
LEK,1.216279745,57.49358368,13.05095291,12.9464426,4.035119057,9.464603424,11,1513.542969,0,11.25850781,1.304357056,0.13258812,54.32586719,15.97959232,11.51150799,21.35600471,10.73220825,5.690187931,2.396095753,535.2215576,26.26046181,0.050704867,26.51444531
LEK,2.387981415,71.33061218,11.78282738,5.441915035,1.890534401,4.994894505,7,1030.443481,0,13.40813965,1.880488037,0.518756226,30.96680469,8.759795189,10.37044334,20.421175,7.206709385,3.920853138,1.540857077,582.9373169,26.68212891,0.126473218,12.35960156
LEK,2.584769487,69.92421722,12.17762566,5.984166145,1.891766071,5.23067522,8,1103.077637,0,13.41067773,1.701714478,0.385296875,30.35645117,9.527984619,10.80379772,21.9535923,8.336038589,4.355084419,1.600251079,582.4274292,26.66825676,0.148347631,11.7650791
LEK,2.630362988,69.53970337,12.33239269,6.103353977,1.878668189,5.29966259,9,1116.845215,0,13.220625,1.712949829,0.195287491,30.16460547,9.758467674,10.98738575,22.3784256,8.534801483,4.488863468,1.591924667,582.2877197,26.66374588,0.155787528,11.57573828
LEK,2.816065311,67.09470367,14.10264874,6.564450264,1.788205266,5.528165817,11,1290.736694,0,11.86265039,1.258292847,0.468575348,28.80994727,11.00055981,13.02438354,24.40475655,9.419773102,4.868256569,1.538049698,581.0665894,26.61783981,0.198968589,10.21913477
LEK,4.215950489,62.86652756,12.03786469,8.10323143,2.855020523,7.31598568,23,966.5569458,0,4.951784668,0.810329895,2.698260986,27.05664258,7.402982235,8.066206932,23.24886131,9.261385918,6.435718536,2.276141167,565.2225952,26.55232239,0.200539455,8.541286133
LEK,2.896806002,65.19725037,15.40296936,6.885842323,1.826088548,5.696623325,11,1419.196777,0,11.29593848,1.041064819,0.101846909,28.2217207,11.42220402,14.33600426,25.1460762,9.718082428,5.073970318,1.554301858,580.2369385,26.59385109,0.229118764,9.659479492
LEK,3.069231749,66.47205353,11.59120083,6.951247215,3.354837179,6.352138519,24,608.6633301,0,2.542845459,0.987229797,2.99445752,26.77049414,9.039642334,7.890582561,19.02395821,6.613185883,4.636776447,2.603933334,561.3334351,26.56363106,0.100611567,7.086919434
LEK,3.067868233,64.36304474,15.63806343,7.102395058,1.849068642,5.807255268,11,1588.561035,0,10.47704395,1.718969238,0.355773529,27.47239453,12.00701046,14.19640541,25.48206329,9.956392288,5.116628647,1.588509798,580.1860352,26.56813622,0.243325502,8.827753906
LEK,3.541959286,47.71873856,14.84540176,15.05385876,3.143757105,12.29623985,13,1585.037109,0,10.07198828,1.508670654,0.307387177,43.99096875,12.40022945,10.2128849,22.60680199,11.61753273,8.418527603,2.457084417,579.1472778,26.54813385,0.244666398,8.434501953
LEK,4.253890514,58.8589592,12.87249088,9.955563545,3.342350483,8.078756332,17,798.3942871,0,3.476341064,2.14238208,1.922931763,24.92740039,8.794199944,9.498040199,24.20226288,10.79101563,6.383629799,2.675946951,562.4091187,26.49502182,0.240128234,5.943274414
LEK,2.586988688,71.99606323,12.17072392,4.110264778,2.578347683,4.62569952,17,924.0966797,0,10.7050127,2.451991699,0.829967651,43.04474609,15.20981407,10.9643507,17.02024651,6.115363121,3.150961399,3.328138113,651.7870483,26.5916481,0.135245308,15.29238574
LEK,3.33759284,34.93498993,22.84348297,19.47681808,3.77222085,13.35345459,24,1537.065796,0,6.306056641,1.577520508,0.165827515,38.81275781,17.7438488,15.14022255,22.44658661,15.08950043,6.387434483,3.49623251,525.5921021,25.78067207,0.343336582,5.421928223
LEK,3.493996382,71.98473358,11.58030319,2.879890442,3.662849188,4.287693024,11,1434.097046,0,5.299446289,1.875970581,0.292422669,36.34482422,14.02921391,10.17997074,15.31253719,3.715293646,2.052576065,4.461549759,654.2601318,26.34045982,0.076036669,5.26977002
LEK,4.212142467,70.1949234,12.00237846,3.04344964,3.971274853,4.431111336,13,1561.729736,0,5.272312988,0.480550476,0.26354776,37.26759766,15.39149475,9.424262047,15.58473015,3.999887466,2.252671957,4.687541485,655.5928955,26.32665253,0.076949835,5.242327637
LEK,2.990719557,66.37242126,11.44298744,5.716951847,3.493347645,7.290184498,11,1127.840332,0,2.93629834,1.786322632,0.256015503,28.2592832,18.44133186,8.483846664,15.47846413,4.47186327,3.015142918,3.308507442,657.8738403,26.35514832,0.075041376,2.933530518
LEK,1.240830064,68.25276947,12.64211655,3.528720379,4.558423519,4.400797367,0,0,0,2.52980835,6.173021973,5.546124512,7.295472168,19.88496971,6.57421875,8.708472252,1.830588102,1.309142828,1.961188316,545.531311,26.03001976,0.006276348,4.917580078
LEK,5.066110134,73.70176697,9.150639534,2.89129591,3.909396172,3.887008429,14,349.3798828,0,8.229050781,2.152860107,3.305844727,22.21323633,17.06172562,6.382397652,15.73925304,3.967935801,2.353539705,4.986933708,661.3136597,26.3722477,0.045432996,8.203020508
LEK,2.457326174,41.52801514,20.86342621,15.94119549,3.743993998,11.98230457,0,2115.659912,0,5.039971191,9.672608398,1.171152344,23.96259961,12.33267498,13.75940514,20.19120026,12.82748699,6.32557869,3.365362883,525.795166,25.72993279,0.175549343,5.01466748
LEK,4.714093685,74.02396393,9.129737854,2.885644913,3.987720251,3.849679947,14,273.0009766,0,8.759708008,2.190738281,3.849374268,22.0137207,17.88573265,6.293959618,15.24863338,3.892074585,2.332041025,5.073849201,660.7263184,26.37330818,0.041843984,8.752337891
LEK,4.443588734,74.49609375,9.11097908,2.711197615,4.017761707,3.764021635,14,280.8101196,0,8.961110352,2.082129639,4.093600342,22.29145508,17.56908989,6.365827084,14.94711876,3.346011877,2.130595207,5.216926575,659.4077759,26.36650276,0.03497,8.975451172
LEK,3.714488506,61.1566124,13.71578598,7.863567352,3.699557066,7.209838867,14,351.1017761,0,9.450013672,2.504389404,2.847598389,20.31852148,18.04365158,10.9383812,20.75826454,9.011706352,3.908083916,3.979736328,656.281311,26.34451485,0.027566919,9.479649414
LEK,4.063025951,60.06891251,17.38303566,8.152839661,2.190177917,6.134702206,8,915.670105,0,12.70695508,2.469979492,0.829786133,14.78957715,17.54801369,10.1105032,19.47275543,9.044384956,3.333714485,1.806079865,616.3803101,26.21893692,0.065612696,10.45749316
LEK,4.091722965,72.677742,10.12478256,3.599315405,3.454420567,4.111693859,22,1023.312805,0,14.82828125,0.788175415,1.562455078,20.63283789,22.56376266,7.928802013,15.56163692,3.625838041,2.147574663,4.300221443,648.5960693,26.35021973,0.042659134,7.488331543
LEK,3.882250547,62.56185532,12.27663517,8.081699371,3.125506639,7.267834663,13,1048.177124,0,14.85544434,0.881416199,1.781625488,12.85041797,23.48412323,8.859102249,20.32228661,9.611721039,4.150633335,2.673967361,642.5731201,26.26404953,0.0455111,9.562756836
LEK,5.415634632,69.12062836,11.77840805,3.853534937,3.529087067,4.313822746,24,1041.465332,0,15.61671973,0.753234192,2.633824951,18.25747461,21.96912766,8.73180294,16.86868095,3.958637238,2.310451031,4.413361549,652.7192383,26.40212822,0.060130943,5.537183594
LEK,1.357131481,32.24420547,25.53905296,23.22938728,2.190450668,13.50449944,5,919.5544434,0,6.144009766,3.773607666,1.11652478,28.27408203,18.01199722,18.01556396,18.84975243,14.18828011,6.492949963,1.895424485,579.9456177,25.60020065,0.116751328,4.590432129
LEK,5.039961338,62.11846542,13.06310081,5.691790581,3.877427101,6.41155386,12,1114.107422,0,18.92879492,1.733500854,2.505427734,21.38978711,23.54683685,8.370718956,17.10752106,5.669714928,2.937852383,3.462985992,668.2554932,26.26644897,0.091969639,2.301275391
LEK,3.309403658,68.0375061,14.22181797,5.455821514,2.25955081,5.033896446,43,1902.927612,0,0.986134522,0.25042421,0.050918671,9.909227539,13.68325138,12.70960045,20.33335114,7.796257496,3.54349041,2.251105785,630.0107422,25.97025871,0.201767206,1.005005798
LEK,2.391911745,77.45007324,9.517173767,2.616559982,2.29529953,3.730632782,6,1348.102905,0,14.99197949,1.064887573,0.835205444,18.72972656,23.56163216,7.25819397,13.43876743,3.505265713,2.037644625,2.657981873,639.1104736,26.242239,0.041579187,5.870392578
LEK,1.850046515,80.17444611,8.20546627,2.223021507,2.12725544,3.555452108,10,911.4266357,0,13.22201074,1.482027466,0.909433289,17.21561719,21.32459259,5.104054928,10.76417637,3.069881678,1.811033845,2.383272409,637.4519043,26.21430969,0.021791669,6.596026855
LEK,1.784669876,41.45112991,21.44002533,16.21047783,2.828711987,13.63417149,1,2728.945557,0,6.398672363,3.858579346,0.216938782,11.09982129,8.046238899,20.02771759,24.92725945,12.79554653,8.209500313,2.373889685,528.3221436,25.53165436,0.42174533,6.417956543
LEK,3.508457661,46.17850113,27.25683403,11.26727962,2.025838375,7.715513229,0,2056.902344,0,1.640019775,6.353080078,1.088450317,10.99150391,9.564388275,19.53615189,22.30709648,13.11040401,6.683491707,2.102412462,612.1333618,25.66721153,0.633939981,4.987966309
LEK,1.227393627,43.51344299,19.55828285,16.9543972,3.176365614,13.18224239,0,2833.813965,0,7.151785156,6.546288086,0.599994568,7.085201172,8.519083023,19.4252243,24.74760246,12.12988281,7.465128899,2.505640268,537.1764526,25.47843742,0.665144682,5.286264648
LEK,3.454129219,50.81136322,17.96777725,12.18473339,2.931840181,9.941082954,5,1592.031372,0,9.559157227,2.687834717,0.597031677,6.150931152,15.2283783,13.90083885,24.52174187,10.85703373,5.553186417,2.759676933,637.2155151,26.09157944,0.137800351,2.01825354
LEK,4.398352623,53.16760254,16.86637878,9.595930099,3.697874069,9.051254272,9,2025.239746,0,9.450886719,1.13465686,0.180266571,10.04344922,13.98675537,12.03847599,20.61356544,9.152173042,4.688783169,3.446530819,649.6397705,26.09846115,0.276388347,5.66521582
LEK,1.760918856,42.54561615,22.13979912,15.35920906,2.5860672,12.76599598,2,2568.991943,0,6.165005371,2.371691895,0.754598084,15.46519043,9.717715263,19.09565163,23.62880135,13.03291225,7.830420017,2.349607944,566.1918945,25.50355911,0.537195385,3.639750732
LEK,4.194427967,56.57493591,20.42945671,7.671405792,2.296550274,6.961166859,8,2431.19165,0,7.601563965,2.03717395,0.261728943,7.075198242,11.74061966,14.66424751,22.65904808,8.356110573,5.232939243,2.818987131,649.0054932,26.05858421,0.482572466,7.16024707
LEK,4.292864323,64.53199005,12.7873497,5.835754395,3.785986185,6.476733208,4,2009.122314,0,6.866476074,2.310713623,0.859037415,12.01214551,15.21713924,9.942542076,19.36567497,7.595264912,3.940910578,4.745443344,632.024231,25.9967308,0.223832443,3.204923584
LEK,4.311020851,62.15075302,14.05924606,6.66185236,3.670512438,6.832247257,3,2143.646973,0,6.18981543,2.964552734,0.199171249,11.66421094,14.79111385,11.15016365,20.31108856,8.640257835,4.306885719,4.578458786,631.8103638,25.98272896,0.282937884,3.802142578
LEK,2.219034672,53.6438179,17.00066757,10.71229744,2.410726547,10.39524078,4,2084.437744,0,7.787361816,4.596936523,0.370624664,17.09617188,10.56777477,17.19354439,22.65270042,10.56668282,6.9299016,2.129328251,568.553772,25.53212357,0.46265623,1.874987183
LEK,1.957810283,52.6908493,21.23688126,10.34106255,2.241770267,8.565353394,0,1925.96814,0,4.229639648,7.905401367,0.449812042,10.36790918,8.953339577,19.20031738,23.56201363,12.39492893,7.215586662,1.903821588,559.053772,25.48301125,0.655517459,4.264483887
LEK,6.390905857,53.65483856,14.68801022,8.607514381,3.538508654,9.505289078,25,1464.274048,0,9.440318359,0.401046845,0.592769775,19.17030664,4.01256609,9.664557457,19.7650528,6.994654655,4.487765312,3.209253788,654.6029663,26.0017643,0.231196851,19.14951172
LEK,4.639935017,32.28802109,29.86263657,16.71569252,2.037262678,12.64271832,1,651.3410034,0,6.826773926,4.881439941,3.59511499,10.76179883,4.362604618,20.26042557,21.12836456,11.66667652,7.869835854,2.003723145,596.609314,25.72914314,0.264299989,20.18160352
RANDOM,13.98062134,64.61712646,5.969554424,4.00996685,4.358269215,5.354451656,1,866.835022,0,8.963984375,4.962682617,0.486277405,7.133550781,27.35931396,4.768748283,21.17122459,4.713346481,2.272324324,6.676988125,671.0773315,26.43392181,0.021446802,6.709092773
RANDOM,1.946386099,46.72421265,21.20116997,13.30466461,2.627147436,11.23137093,1,2882.907471,0,3.579130371,4.731314453,0.033722675,12.36887012,8.095309258,19.93882942,22.25777245,13.29183865,7.609791279,2.163536787,556.1690674,25.49177933,0.824752212,3.321586182
RANDOM,2.832623482,57.88737488,12.58594513,11.1110363,3.413566113,7.84867382,28,1644.815063,0,1.618824829,1.048479614,0.76591095,15.59265137,14.89066982,11.46753693,24.18432999,12.61326218,5.393526554,2.169818163,561.6896362,25.7042675,0.420645654,1.577520508
RANDOM,2.670982599,70.61305237,13.48183918,5.527469635,1.594002962,4.563284397,15,478.1849365,0,3.140197998,1.958702637,1.204015381,31.21120117,9.956209183,12.15038681,20.85847092,7.654641151,3.118139505,1.708178043,592.9042969,26.72909355,0.154173315,13.84801563
RANDOM,3.525053263,67.95648193,10.00149536,6.745592594,2.691856384,5.548240185,3,1231.565674,0,14.18474414,2.421258301,0.074206451,31.84453125,20.40135574,9.292259216,20.59976006,7.948787689,3.550787926,1.971536636,556.2806396,26.3175354,0.121678904,14.47843359
RANDOM,6.46445322,58.4264946,10.97712326,6.176675797,8.969121933,6.05719614,45,1756.043945,0,8.826038086,0.571055054,0.30572702,29.41460938,22.57470131,8.229644775,16.00542259,6.775192261,3.197393179,8.985600471,601.9379883,26.02704239,0.065694265,25.78911719
RANDOM,5.842373848,60.56453323,7.564864159,13.14561844,2.706815958,7.025866508,32,1496.614746,0,16.68149609,0.86961853,0.636197205,54.66449609,15.31601238,6.798401356,19.3006916,12.14740467,3.017402172,1.663770676,667.7850342,27.10954475,0.076696537,4.130995117
RANDOM,4.470141888,53.24258804,16.11250305,9.671875954,2.923358917,9.58387661,7,3085.040283,0,1.634820313,0.916300598,0.04940699,14.79835449,5.958208084,11.54256344,21.48333359,9.018642426,4.879991531,3.010730028,655.4625244,25.98074913,0.602602601,18.04138281
RANDOM,11.50887108,48.37950134,14.43663979,10.63718033,3.370944023,7.983197689,25,1414.278931,5,8.095206543,1.290424561,0.605981751,4.201827148,19.41074753,8.369830132,19.82139587,11.48149586,3.256585836,3.220485449,736.9994507,26.581604,0.137423664,0.624733337
RANDOM,1.819610119,46.16807175,24.80634308,11.6403017,1.999943614,11.42424774,6,3317.671387,96,3.282891357,3.790773926,0.010606964,0.30969809,10.05213356,20.72628784,24.49943352,10.90259552,9.108175278,2.055019617,565.4439087,25.64652443,0.750276804,1.860767578
RANDOM,2.371912479,65.03022003,12.52257061,7.332270622,4.186454773,6.358081341,9,996.2287598,0,0.07094075,1.408517456,1.265707764,21.38732031,10.73119736,10.63943958,19.28033829,8.152673721,3.214423418,4.273265362,556.6550903,26.42776108,0.109752886,1.344466187
RANDOM,13.34661961,44.49455261,7.448149204,10.26943302,9.223604202,12.15855694,0,2975.903076,0,2.281865723,6.193008789,0.535414734,13.73750195,21.50721359,5.85307312,19.96425629,7.245623589,4.098437309,8.382209778,693.8413696,26.34278107,0.108247243,1.84703772
RANDOM,9.579691887,58.98288727,10.07104683,6.678899288,5.758201599,6.543755054,92,1735.026978,29,5.414153809,0.475146515,0.895602173,1.46279187,29.66345024,7.86841917,22.26831245,7.424809456,3.705566406,7.844742298,630.9972534,26.62542152,0.130625278,0.706220276
